id,ds,y,irain,rain,itemp,temp,iwb,wetb,dewpt,vappr,rhum,msl,iwdsp,wdsp,iwddir,wddir,ww,w,sun,vis,clht,clamt,20223,GL1,1255,1405,1404,1403,GL2,1271,1253,1401,GL3,1283,1258,1256,weekday,weekend,lat,long,holiday,pred
000000001271B,2021-12-31 13:00:00,602,0,0.0,0,11.6,0,11.3,11.1,13.1,96,1010.9,2,13,2,190,10,22,0.0,2000,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,25.38797765151753
000000001271B,2021-12-31 14:00:00,594,0,0.2,0,11.5,0,11.3,11.1,13.2,98,1011.0,2,15,2,180,58,65,0.0,3000,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,25.38797765151753
000000001271B,2021-12-31 15:00:00,535,2,0.0,0,11.5,0,11.3,11.1,13.2,98,1010.5,2,13,2,180,50,65,0.0,5000,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,25.38797765151753
000000001271B,2021-12-31 16:00:00,381,2,0.0,0,11.5,0,11.3,11.1,13.2,98,1010.1,2,13,2,180,20,52,0.0,3000,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,25.38797765151753
000000001271B,2021-12-31 17:00:00,294,0,0.1,0,11.3,0,11.1,11.0,13.0,97,1009.9,2,12,2,160,50,65,0.0,1800,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,25.38797765151753
000000001271B,2021-12-31 18:00:00,202,0,0.1,0,11.5,0,11.3,11.2,13.2,98,1009.3,2,13,2,160,58,65,0.0,1600,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,25.38797765151753
000000001271B,2021-12-31 19:00:00,136,0,0.4,0,11.6,0,11.6,11.5,13.7,100,1008.5,2,15,2,150,46,64,0.0,500,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,25.38797765151753
000000001271B,2021-12-31 20:00:00,121,0,0.3,0,11.6,0,11.5,11.4,13.5,99,1008.4,2,15,2,160,60,64,0.0,1200,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,-83.19493799464908
000000001271B,2021-12-31 21:00:00,81,2,0.0,0,11.4,0,11.2,11.1,13.1,97,1007.4,2,15,2,170,60,64,0.0,3000,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,-83.19493799464908
000000001271B,2021-12-31 22:00:00,73,2,0.0,0,11.1,0,10.9,10.8,12.9,97,1006.3,2,16,2,160,21,62,0.0,4000,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,-83.19493799464908
000000001271B,2021-12-31 23:00:00,53,0,0.0,0,11.0,0,10.6,10.3,12.5,95,1005.1,2,17,2,160,10,22,0.0,6000,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,51.86242,-8.47908,0,-83.19493799464908
000000001283A,2021-11-27 14:00:00,1865,0,0.0,0,5.1,0,2.7,-1.5,5.5,63,1017.1,2,18,2,340,2,11,0.9,50000,220,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 15:00:00,1625,0,0.0,0,4.7,0,2.5,-1.4,5.6,65,1017.4,2,15,2,340,2,22,0.4,50000,100,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 16:00:00,1527,0,0.0,0,4.2,0,2.3,-1.0,5.7,69,1017.5,2,12,2,340,2,11,0.0,50000,220,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 17:00:00,1325,0,0.0,0,3.5,0,1.9,-1.0,5.7,73,1017.8,2,10,2,320,2,11,0.0,50000,220,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 18:00:00,1130,3,0.0,0,3.0,0,1.5,-1.3,5.6,74,1018.1,2,9,2,320,2,11,0.0,40000,220,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 19:00:00,977,3,0.0,0,2.9,0,1.5,-1.1,5.7,76,1018.1,2,12,2,320,2,11,0.0,40000,999,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 20:00:00,558,3,0.0,0,2.5,0,1.2,-1.2,5.6,77,1018.2,2,13,2,320,2,11,0.0,20000,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 21:00:00,389,3,0.0,0,2.2,0,1.0,-1.3,5.6,78,1018.5,2,9,2,300,2,11,0.0,20000,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 22:00:00,259,3,0.0,0,2.4,0,1.0,-1.7,5.4,75,1018.2,2,8,2,300,2,11,0.0,20000,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-27 23:00:00,252,3,0.0,0,1.6,0,0.4,-1.9,5.3,78,1018.0,2,7,2,300,2,11,0.0,20000,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-28 00:00:00,231,3,0.0,0,1.7,0,0.6,-1.5,5.5,80,1017.3,2,6,2,290,2,11,0.0,20000,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-28 01:00:00,87,3,0.0,0,2.1,0,1.2,-0.4,5.9,84,1016.9,2,6,2,280,2,11,0.0,20000,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,-60.474783655857664
000000001283A,2021-11-28 02:00:00,74,3,0.0,0,2.6,0,1.6,-0.2,6.1,82,1016.5,2,6,2,280,2,11,0.0,20000,999,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 03:00:00,39,0,0.0,0,3.0,0,2.1,0.5,6.4,84,1016.2,2,5,2,280,2,11,0.0,20000,80,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 04:00:00,42,0,0.0,0,3.4,0,2.4,0.9,6.5,83,1015.1,2,5,2,280,2,11,0.0,20000,40,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 05:00:00,84,0,0.0,0,3.2,0,2.5,1.4,6.8,88,1014.2,2,6,2,250,2,11,0.0,20000,17,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 06:00:00,228,2,0.0,0,3.3,0,2.7,1.8,6.9,90,1013.3,2,6,2,240,60,61,0.0,20000,17,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 07:00:00,419,0,0.1,0,2.9,0,2.5,1.9,7.0,93,1012.4,2,3,2,200,21,62,0.0,20000,20,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 08:00:00,465,0,0.1,0,3.0,0,2.7,2.3,7.2,95,1012.3,2,3,2,160,58,65,0.0,7000,6,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 09:00:00,776,0,0.3,0,3.5,0,3.4,3.3,7.7,98,1011.8,2,4,2,200,21,65,0.0,2000,15,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 10:00:00,1329,0,0.3,0,4.9,0,4.8,4.7,8.5,98,1011.3,2,3,2,230,51,55,0.0,2000,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 11:00:00,1739,0,0.2,0,6.3,0,6.1,5.8,9.3,97,1011.2,2,4,2,270,51,55,0.0,3000,8,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 12:00:00,1804,2,0.0,0,7.6,0,7.3,6.9,10.0,96,1010.9,2,6,2,290,51,65,0.0,15000,12,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 13:00:00,1879,2,0.0,0,9.0,0,8.3,7.6,10.4,90,1010.6,2,10,2,320,20,52,0.0,20000,25,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 14:00:00,1688,0,0.1,0,9.4,0,8.6,7.8,10.5,89,1010.6,2,13,2,320,20,52,0.0,15000,20,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 15:00:00,1565,0,0.0,0,9.5,0,8.7,7.8,10.6,89,1010.6,2,11,2,320,2,11,0.0,20000,25,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 16:00:00,1383,0,0.0,0,9.5,0,8.5,7.4,10.3,87,1011.1,2,12,2,320,2,11,0.0,25000,30,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 17:00:00,1069,0,0.0,0,9.2,0,8.3,7.3,10.2,88,1011.8,2,12,2,320,2,11,0.0,25000,40,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 18:00:00,942,0,0.0,0,9.1,0,8.3,7.3,10.3,89,1012.6,2,11,2,320,2,52,0.0,25000,12,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 19:00:00,775,2,0.0,0,9.0,0,8.3,7.5,10.4,90,1013.2,2,11,2,320,50,52,0.0,25000,12,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 20:00:00,501,2,0.0,0,8.5,0,8.2,7.9,10.6,96,1013.7,2,12,2,320,50,52,0.0,9000,9,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 21:00:00,331,2,0.0,0,8.1,0,7.8,7.5,10.3,96,1014.2,2,9,2,320,20,52,0.0,20000,24,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 22:00:00,215,0,0.0,0,7.8,0,7.5,7.1,10.1,96,1014.5,2,7,2,320,2,11,0.0,20000,24,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-28 23:00:00,148,0,0.0,0,7.4,0,7.0,6.6,9.7,94,1015.1,2,6,2,10,2,11,0.0,20000,24,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,51.87578,-8.41266,0,244.3534922299193
000000001283A,2021-11-29 00:00:00,90,0,0.0,0,6.6,0,6.2,5.8,9.2,94,1015.5,2,4,2,60,2,52,0.0,20000,14,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 01:00:00,34,2,0.0,0,6.1,0,5.8,5.5,9.0,95,1015.4,2,2,2,150,50,52,0.0,20000,11,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 02:00:00,32,2,0.0,0,6.0,0,5.6,5.1,8.8,94,1015.6,2,2,2,200,50,52,0.0,20000,10,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 03:00:00,50,2,0.0,0,5.8,0,5.5,5.1,8.8,95,1015.6,2,1,2,110,51,52,0.0,5000,10,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 04:00:00,82,0,0.1,0,5.8,0,5.7,5.6,9.1,98,1015.5,2,2,2,190,46,54,0.0,800,4,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 05:00:00,256,0,0.2,0,6.0,0,5.9,5.8,9.2,98,1015.5,2,3,2,210,50,54,0.0,1200,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 06:00:00,849,0,0.3,0,6.3,0,6.2,6.1,9.4,98,1015.5,2,4,2,190,51,54,0.0,1100,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 07:00:00,2099,0,0.1,0,7.1,0,7.0,6.8,9.9,99,1015.5,2,4,2,220,50,54,0.0,1500,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 08:00:00,2376,2,0.0,0,7.7,0,7.6,7.4,10.4,99,1016.0,2,4,2,270,51,55,0.0,3000,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 09:00:00,1634,2,0.0,0,7.7,0,7.6,7.4,10.4,99,1016.6,2,7,2,300,50,54,0.0,10000,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 10:00:00,1518,2,0.0,0,7.9,0,7.6,7.3,10.2,96,1017.3,2,7,2,310,20,52,0.2,12000,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 11:00:00,1493,0,0.0,0,8.8,0,8.3,7.7,10.5,93,1017.5,2,5,2,280,2,11,0.1,15000,18,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 12:00:00,1447,0,0.0,0,9.0,0,8.4,7.8,10.5,92,1017.6,2,7,2,280,16,54,0.0,20000,15,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 13:00:00,1553,0,0.0,0,9.8,0,8.5,7.1,10.1,83,1017.4,2,8,2,280,2,11,0.9,25000,25,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 14:00:00,1717,0,0.0,0,9.9,0,8.8,7.5,10.4,86,1017.4,2,9,2,280,2,11,0.4,25000,18,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 15:00:00,1839,0,0.0,0,10.3,0,8.8,7.2,10.1,81,1017.6,2,11,2,290,2,11,1.0,25000,25,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 16:00:00,2187,0,0.0,0,9.3,0,8.3,7.1,10.1,87,1018.1,2,7,2,280,2,11,0.3,25000,15,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 17:00:00,1755,0,0.0,0,8.5,0,7.8,6.9,10.0,90,1018.6,2,6,2,270,2,11,0.0,25000,25,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 18:00:00,1291,0,0.0,0,8.4,0,7.5,6.5,9.6,88,1018.9,2,8,2,300,2,11,0.0,25000,20,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 19:00:00,1116,3,0.0,0,8.0,0,7.4,6.8,9.8,92,1019.6,2,6,2,280,2,11,0.0,25000,18,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 20:00:00,619,3,0.0,0,8.3,0,7.6,6.8,9.9,90,1019.9,2,7,2,270,2,11,0.0,30000,13,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 21:00:00,364,0,0.0,0,7.7,0,7.3,6.9,9.9,94,1019.9,2,5,2,230,2,11,0.0,30000,18,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,671.6229549723378
000000001283A,2021-11-29 22:00:00,248,0,0.0,0,8.1,0,7.5,6.8,9.9,92,1019.7,2,7,2,260,2,11,0.0,30000,15,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-29 23:00:00,131,0,0.0,0,8.2,0,7.6,6.8,10.0,92,1019.9,2,8,2,250,2,11,0.0,30000,13,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 00:00:00,80,0,0.0,0,8.3,0,7.8,7.2,10.2,93,1019.5,2,9,2,240,2,11,0.0,30000,13,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 01:00:00,21,0,0.0,0,8.1,0,7.6,7.1,10.0,93,1019.5,2,8,2,240,2,11,0.0,30000,12,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 02:00:00,27,0,0.0,0,8.5,0,7.9,7.3,10.2,92,1019.1,2,6,2,240,2,11,0.0,30000,10,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 03:00:00,42,3,0.0,0,8.6,0,8.1,7.6,10.4,93,1019.1,2,6,2,240,2,11,0.0,30000,8,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 04:00:00,53,3,0.0,0,8.8,0,8.4,7.9,10.7,95,1018.5,2,9,2,250,2,11,0.0,30000,10,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 05:00:00,247,3,0.0,0,8.6,0,8.4,8.1,10.9,97,1018.1,2,8,2,250,10,22,0.0,15000,12,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 06:00:00,993,3,0.0,0,9.0,0,8.8,8.5,11.2,97,1018.0,2,8,2,240,2,11,0.0,20000,9,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 07:00:00,2375,0,0.0,0,9.2,0,8.8,8.4,11.0,95,1017.7,2,7,2,230,2,11,0.0,20000,14,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 08:00:00,2357,0,0.0,0,8.0,0,7.8,7.6,10.4,97,1017.6,2,6,2,230,10,22,0.0,1400,14,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 09:00:00,1616,0,0.0,0,9.3,0,9.2,9.0,11.5,99,1017.4,2,6,2,230,2,11,0.0,25000,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 10:00:00,1495,0,0.0,0,9.9,0,9.2,8.5,11.1,91,1016.6,2,9,2,250,2,11,0.0,30000,999,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 11:00:00,1467,0,0.0,0,10.9,0,9.7,8.4,11.1,85,1016.1,2,8,2,240,2,11,0.6,35000,999,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 12:00:00,1466,0,0.0,0,11.4,0,10.3,9.2,11.6,86,1014.9,2,7,2,230,2,11,0.5,40000,11,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 13:00:00,1629,0,0.0,0,11.9,0,10.4,9.0,11.4,82,1013.4,2,10,2,250,2,11,0.1,45000,12,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 14:00:00,1772,0,0.0,0,11.0,0,9.9,8.7,11.3,86,1011.8,2,12,2,230,2,11,1.0,45000,200,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 15:00:00,1949,0,0.0,0,10.1,0,9.1,8.0,10.8,87,1009.6,2,12,2,230,2,11,0.3,50000,150,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 16:00:00,2106,0,0.0,0,9.8,0,9.1,8.3,11.0,91,1008.0,2,12,2,220,2,11,0.0,45000,140,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 17:00:00,1839,0,0.8,0,9.7,0,9.4,9.1,11.5,96,1006.2,2,16,2,230,60,62,0.0,9000,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 18:00:00,1412,0,2.4,0,10.3,0,9.8,9.3,11.7,94,1005.9,2,14,2,230,21,62,0.0,9000,21,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 19:00:00,1144,0,0.0,0,9.7,0,8.8,7.9,10.6,88,1005.0,2,13,2,270,2,11,0.0,20000,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1053.8920148225764
000000001283A,2021-11-30 20:00:00,633,0,2.1,0,9.6,0,9.1,8.5,11.2,93,1005.1,2,13,2,280,62,61,0.0,8000,49,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1265.037533647201
000000001283A,2021-11-30 21:00:00,426,0,0.5,0,9.7,0,9.3,8.9,11.4,95,1005.0,2,13,2,270,80,86,0.0,15000,8,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,51.87578,-8.41266,0,1265.037533647201
